x	-40	-39	-38	-37	-36	-35	-34	-33	-32	-31	-30	-29	-28	-27	-26	-25	-24	-23	-22	-21	-20	-19	-18	-17	-16	-15	-14	-13	-12	-11	-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
1.790008210000e+02	1.742804910749e-167	3.141070880638e-165	5.661352666845e-163	1.020413782150e-160	1.839272930141e-158	3.315354134639e-156	5.976235195503e-154	1.077307232392e-151	1.942073845541e-149	3.501114431522e-147	6.311918870109e-145	1.137970969655e-142	2.051709024917e-140	3.699263822871e-138	6.670062979320e-136	1.202706894963e-133	2.168727816476e-131	3.910802013331e-129	7.052486959922e-127	1.271846172908e-124	2.293733047484e-122	4.136826451918e-120	7.461188918778e-118	1.345752631709e-115	2.427387266615e-113	4.378543794329e-111	7.898366683139e-109	1.424826629627e-106	2.570419846622e-104	4.637282952614e-102	8.366441780297e-100	1.509509462052e-97	2.723635085130e-95	4.914509987751e-93	8.868086820493e-91	1.600288397179e-88	2.887921466623e-86	5.211845147735e-84	9.406256844761e-82	1.697702444540e-79	3.064262279281e-77	5.531082410819e-75	9.984225305768e-73	1.802348980523e-70	3.253747817300e-68	5.874211962640e-66	1.060562547875e-63	1.914891379097e-61	3.457589444431e-59	6.243446120180e-57	1.127449825703e-54	2.036067825409e-52	3.677135849451e-50	6.641249318394e-48	1.199534747915e-45	2.166701525929e-43	3.913891891765e-41	7.070372901717e-39	1.277320417136e-36	2.307712573189e-34	4.169540518440e-32	7.533895618361e-30	1.361370138107e-27	2.460131777893e-25	4.445968336672e-23	8.035270908178e-21	1.452316163901e-18	2.625116849164e-16	4.745295553387e-14	8.578382314604e-12	1.550869953826e-09	2.803971388404e-07	5.069911152940e-05	9.167608650948e-03	1.657834248255e+00	2.998167268356e+02	5.422514383728e+04	9.807900927572e+06	1.774117336475e+09	3.209371102625e+11	5.806163876430e+13
1.800008200000e+02	5.152736205489e-168	9.338406816658e-166	1.692470307925e-163	3.067487743907e-161	5.559788171800e-159	1.007737475517e-156	1.826629443592e-154	3.311063470247e-152	6.002037361165e-150	1.088038217346e-147	1.972440928406e-145	3.575842608367e-143	6.482872113344e-141	1.175361124288e-138	2.131032818239e-136	3.863883682691e-134	7.006049224647e-132	1.270391867462e-129	2.303656671217e-127	4.177471363517e-125	7.575739633492e-123	1.373891968322e-120	2.491702981061e-118	4.519144838801e-116	8.196580584487e-114	1.486708390802e-111	2.696718817919e-109	4.891730261744e-107	8.873735319119e-105	1.609784523573e-102	2.920428037084e-100	5.298377942715e-98	9.612961533293e-96	1.744172782578e-93	3.164754482776e-91	5.742605078421e-89	1.042069007395e-86	1.891049107229e-84	3.431848694772e-82	6.228344961744e-80	1.130411562778e-77	2.051729676065e-75	3.724118723516e-73	6.760003798262e-71	1.227130149598e-68	2.227690231383e-66	4.044265778394e-64	7.342526477998e-62	1.333130096526e-59	2.420588480130e-57	4.395325579285e-55	7.981472922979e-53	1.449429829387e-50	2.632290133594e-48	4.780716459857e-46	8.683106965219e-44	1.577177295756e-41	2.864899265669e-39	5.204295490755e-37	9.454500121404e-35	1.717669157181e-32	3.120793814228e-30	5.670424162378e-28	1.030365314028e-25	1.872373286382e-23	3.402667229762e-21	6.184045504330e-19	1.123963883244e-16	2.042955225825e-14	3.713577499280e-12	6.750774939486e-10	1.227277048381e-07	2.231309413014e-05	4.057005053787e-03	7.377007698286e-01	1.341480114781e+02	2.439596165034e+04	4.436921420287e+06	8.070046283632e+08	1.467916036456e+11	2.670285651257e+13
1.810008190000e+02	1.525281406751e-168	2.779569219802e-166	5.065452870160e-164	9.231503754653e-162	1.682442108249e-159	3.066347969776e-157	5.588773354772e-155	1.018651048590e-152	1.856728402012e-150	3.384429401226e-148	6.169312967851e-146	1.124611559089e-143	2.050136676219e-141	3.737470339772e-139	6.813770478143e-137	1.242259113124e-134	2.264915323819e-132	4.129590426580e-130	7.529694711398e-128	1.372977062373e-125	2.503599586394e-123	4.565436312165e-121	8.325602830442e-119	1.518326700313e-116	2.769051724567e-114	5.050255699287e-112	9.211116829508e-110	1.680072427426e-107	3.064507420520e-105	5.589982916274e-103	1.019712136502e-100	1.860210865205e-98	3.393629489814e-96	6.191338022143e-94	1.129594664188e-91	2.061004610193e-89	3.760570187489e-87	6.861941832649e-85	1.252158079824e-82	2.285021454461e-80	4.170043645864e-78	7.610449728026e-76	1.388991711301e-73	2.535180063596e-71	4.627410289244e-69	8.446707678596e-67	1.541904243614e-64	2.814803304543e-62	5.138775447342e-60	9.381934629133e-58	1.712957456113e-55	3.127680662621e-53	5.711104851665e-51	1.042893624917e-48	1.904505788204e-46	3.478141491191e-44	6.352360269316e-42	1.160235612552e-39	2.119242868244e-37	3.871141213588e-35	7.071659234476e-33	1.291897179794e-30	2.360256389079e-28	4.312363064027e-26	7.879463715170e-24	1.439804468771e-21	2.631093023533e-19	4.808338536672e-17	8.787803648399e-15	1.606173502906e-12	2.935835460876e-10	5.366590441872e-08	9.810542650712e-06	1.793559550151e-03	3.279194132782e-01	5.995803387182e+01	1.096369494289e+04	2.004916052611e+06	3.666616813176e+08	6.706027662815e+10	1.226580472071e+13
1.820008180000e+02	4.520424702395e-169	8.282973258177e-167	1.517771617758e-164	2.781248928214e-162	5.096671929161e-160	9.340002708680e-158	1.711673599319e-155	3.136957630359e-153	5.749237234941e-151	1.053721422464e-148	1.931325707157e-146	3.539969299256e-144	6.488702531708e-142	1.189407747782e-139	2.180310401843e-137	3.996876171932e-135	7.327199280969e-133	1.343291907189e-130	2.462736925640e-128	4.515241885740e-126	8.278650387235e-124	1.517936965086e-121	2.783323953454e-119	5.103754280467e-117	9.359052723776e-115	1.716288633669e-112	3.147496211051e-110	5.772404101572e-108	1.058680769631e-105	1.941736427341e-103	3.561497624093e-101	6.532694375270e-99	1.198310872432e-96	2.198185380802e-94	4.032524075790e-92	7.397886186986e-90	1.357239631514e-87	2.490140319476e-85	4.568879478379e-83	8.383287767941e-81	1.538289360039e-78	2.822805081362e-76	5.180159631639e-74	9.506595231790e-72	1.744723789408e-69	3.202199593073e-67	5.877469284734e-65	1.078829506971e-62	1.980322714146e-60	3.635298322891e-58	6.673678979945e-56	1.225214069115e-53	2.249470421273e-51	4.130194399951e-49	7.583729694287e-47	1.392571799471e-44	2.557260705862e-42	4.696294639062e-40	8.624995079695e-38	1.584111830572e-35	2.909621904212e-33	5.344551894051e-31	9.817713326820e-29	1.803574119921e-26	3.313466162584e-24	6.087742642125e-22	1.118550346156e-19	2.055325496697e-17	3.776868145973e-15	6.940799559515e-13	1.275598438291e-10	2.344474908143e-08	4.309279634212e-06	7.921211191771e-04	1.456151936967e-01	2.677012134475e+01	4.921788025631e+03	9.049503791107e+05	1.664011438920e+08	3.059975299958e+10	5.627428768943e+12
1.830008170000e+02	1.341281878003e-169	2.471118586479e-167	4.552816518012e-165	8.388413985159e-163	1.545584759352e-160	2.847863569447e-158	5.247579614457e-156	9.669689244492e-154	1.781885307755e-151	3.283680170706e-149	6.051401306604e-147	1.115231913401e-144	2.055363703401e-142	3.788144784668e-140	6.981986150972e-138	1.286903728823e-135	2.372072377138e-133	4.372449010818e-131	8.060029912865e-129	1.485811720233e-126	2.739089847277e-124	5.049685105554e-122	9.309749286563e-120	1.716435534145e-117	3.164703192824e-115	5.835184700795e-113	1.075951070906e-110	1.984023861821e-108	3.658624833428e-106	6.746921367379e-104	1.244257800356e-101	2.294733306729e-99	4.232250489509e-97	7.805989853250e-95	1.439800280490e-92	2.655793843988e-90	4.898966674402e-88	9.037177595667e-86	1.667168690712e-83	3.075706316219e-81	5.674517892236e-79	1.046964752172e-76	1.931765207605e-74	3.564478610843e-72	6.577445967173e-70	1.213775537586e-67	2.239956079610e-65	4.133908651429e-63	7.629616721835e-61	1.408203005550e-58	2.599254126488e-56	4.797924184654e-54	8.856852696347e-52	1.635035196269e-49	3.018538221639e-47	5.572991650596e-45	1.028969493567e-42	1.899937253523e-40	3.508317849514e-38	6.478609310641e-36	1.196432230545e-33	2.209622834741e-31	4.081052755943e-29	7.537903434029e-27	1.392366362899e-24	2.572061604428e-22	4.751540135724e-20	8.778350918572e-18	1.621874656407e-15	2.996731064542e-13	5.537384871807e-11	1.023265751502e-08	1.891033807615e-06	3.494923040653e-04	6.459572241336e-02	1.193982819457e+01	2.207094529275e+03	4.080117775794e+05	7.543167482741e+07	1.394647561680e+10	2.578726334264e+12
1.840008160000e+02	3.984436207702e-170	7.380640784886e-168	1.367206687684e-165	2.532720747763e-163	4.691952280446e-161	8.692268369271e-159	1.610371392309e-156	2.983544144116e-154	5.527802422205e-152	1.024203609530e-149	1.897727993338e-147	3.516378568038e-145	6.515855016291e-143	1.207428598400e-140	2.237514683528e-138	4.146530405402e-136	7.684550604692e-134	1.424186594885e-131	2.639552172204e-129	4.892250509532e-127	9.067808658796e-125	1.680781956583e-122	3.115558601230e-120	5.775321148622e-118	1.070612164047e-115	1.984742556653e-113	3.679529770892e-111	6.821764930789e-109	1.264787690223e-106	2.345066295280e-104	4.348198884072e-102	8.062702308683e-100	1.495095623900e-97	2.772519502052e-95	5.141593281700e-93	9.535390395494e-91	1.768467441609e-88	3.279998720270e-86	6.083709704513e-84	1.128448345641e-81	2.093213234057e-79	3.882970060011e-77	7.203334683910e-75	1.336356496800e-72	2.479307846163e-70	4.600003676983e-68	8.535043004792e-66	1.583701306735e-63	2.938739443583e-61	5.453425159920e-59	1.012041513869e-56	1.878227619250e-54	3.485934930480e-52	6.470110923617e-50	1.200952455829e-47	2.229265458490e-45	4.138280199934e-43	7.682461409828e-41	1.426275848789e-38	2.648070717083e-36	4.916757696833e-34	9.129594386322e-32	1.695305166405e-29	3.148243357908e-27	5.846729482963e-25	1.085881141790e-22	2.016863305065e-20	3.746241954104e-18	6.958901268016e-16	1.292740433370e-13	2.401641145277e-11	4.462018309292e-09	8.290512172827e-07	1.540488611822e-04	2.862615929164e-02	5.319802207903e+00	9.886806936704e+02	1.837575328090e+05	3.415569667722e+07	6.349074471387e+09	1.180286268585e+12
1.850008150000e+02	1.184988791192e-170	2.206898615981e-168	4.110203476106e-166	7.655211160532e-164	1.425817871754e-161	2.655730955162e-159	4.946720323839e-157	9.214335405558e-155	1.716422405542e-152	3.197407239470e-150	5.956422247377e-148	1.109652177269e-145	2.067294068770e-143	3.851516588417e-141	7.175886193364e-139	1.337007057842e-136	2.491187288645e-134	4.641877941673e-132	8.649596523133e-130	1.611806555901e-127	3.003620526463e-125	5.597478450534e-123	1.043170179810e-120	1.944166304888e-118	3.623492149801e-116	6.753626741630e-114	1.258817452196e-111	2.346413690953e-109	4.373838060461e-107	8.153372097354e-105	1.519946976049e-102	2.833585948052e-100	5.282764962064e-98	9.849253249025e-96	1.836380239104e-93	3.424044372163e-91	6.384601610954e-89	1.190545642123e-86	2.220119278237e-84	4.140232835835e-82	7.721321073297e-80	1.440048240306e-77	2.685846868268e-75	5.009615947763e-73	9.344300525453e-71	1.743044792119e-68	3.251545921512e-66	6.065841284763e-64	1.131650228084e-61	2.111317896333e-59	3.939267801488e-57	7.350181670527e-55	1.371518153986e-52	2.559329491567e-50	4.776087042984e-48	8.913328197207e-46	1.663525419058e-43	3.104853500175e-41	5.795289922822e-39	1.081762351108e-36	2.019349360365e-34	3.769764590673e-32	7.037857081779e-30	1.313984903187e-27	2.453377108953e-25	4.581023606680e-23	8.554316801788e-21	1.597471085500e-18	2.983361358472e-16	5.571911374796e-14	1.040706670960e-11	1.943920922684e-09	3.631242827361e-07	6.783577049413e-05	1.267328909166e-02	2.367812851840e+00	4.424184264823e+02	8.266985914821e+04	1.544862064544e+07	2.887095234184e+09	5.395873721133e+11
1.860008140000e+02	3.528229099490e-171	6.606223950460e-169	1.236979475487e-166	2.316244991855e-164	4.337299414928e-162	8.122081420992e-160	1.520997199597e-157	2.848411612592e-155	5.334459928963e-153	9.990602118135e-151	1.871140882928e-148	3.504572546104e-146	6.564134759189e-144	1.229515240543e-141	2.303055836365e-139	4.314090699504e-137	8.081434569939e-135	1.513917364056e-132	2.836158740303e-130	5.313414449666e-128	9.954782672142e-126	1.865112138253e-123	3.494566684237e-121	6.547825245193e-119	1.226920265023e-116	2.299065060373e-114	4.308260915188e-112	8.073627366046e-110	1.513043902417e-107	2.835637049977e-105	5.314546355240e-103	9.960895070560e-101	1.867012842548e-98	3.499557940081e-96	6.559884381660e-94	1.229692343567e-91	2.305229754030e-89	4.321650146182e-87	8.102197394794e-85	1.519056898913e-82	2.848153937308e-80	5.340368932106e-78	1.001377067417e-75	1.877771729962e-73	3.521331607392e-71	6.603744001273e-69	1.238491170056e-66	2.322818037714e-64	4.356696101634e-62	8.171830721570e-60	1.532857180749e-57	2.875441143309e-55	5.394211337227e-53	1.011980973434e-50	1.898619275366e-48	3.562253403895e-46	6.683952612787e-44	1.254191310388e-41	2.353511558549e-39	4.416632464544e-37	8.288745789410e-35	1.555640631496e-32	2.919798629279e-30	5.480497191439e-28	1.028752093395e-25	1.931192201738e-23	3.625471931340e-21	6.806567686559e-19	1.277958224006e-16	2.399552838045e-14	4.505774534251e-12	8.461247248803e-10	1.589005591176e-07	2.984302886032e-05	5.605148679524e-03	1.052830544270e+00	1.977685633942e+02	3.715213998963e+04	6.979728969459e+06	1.311359582960e+09	2.463961458195e+11
1.870008130000e+02	1.051693517829e-171	1.979710317572e-169	3.726719202870e-167	7.015592917660e-165	1.320732567246e-162	2.486441820992e-160	4.681173518790e-158	8.813416936526e-156	1.659384952661e-153	3.124376435470e-151	5.882921511656e-149	1.107736258034e-146	2.085899730216e-144	3.927935519187e-142	7.396891759956e-140	1.392990960001e-137	2.623382295841e-135	4.940708731277e-133	9.305322670524e-131	1.752622067993e-128	3.301109306771e-126	6.217939106614e-124	1.171245934131e-121	2.206301923866e-119	4.156206837630e-117	7.829695464273e-115	1.475055114041e-112	2.778992891426e-110	5.235794463225e-108	9.864926754999e-106	1.858751882074e-103	3.502397379476e-101	6.599727780958e-99	1.243664956219e-96	2.343676746398e-94	4.416814252098e-92	8.324110637579e-90	1.568859356839e-87	2.956976134081e-85	5.573518494963e-83	1.050579877875e-80	1.980372566833e-78	3.733215896210e-76	7.037815633437e-74	1.326818246153e-71	2.501519854476e-69	4.716454452481e-67	8.892967643817e-65	1.676862162220e-62	3.162043320897e-60	5.962910335843e-58	1.124524634967e-55	2.120801994517e-53	3.999925960733e-51	7.544399747735e-49	1.423044806701e-46	2.684317226598e-44	5.063732141651e-42	9.552773451932e-40	1.802230559547e-37	3.400271472175e-35	6.415632271571e-33	1.210565315437e-30	2.284336865553e-28	4.310776446212e-26	8.135318507353e-24	1.535386113579e-21	2.897910246339e-19	5.469867648338e-17	1.032508338525e-14	1.949106101957e-12	3.679619107877e-10	6.946979757413e-08	1.311641965744e-05	2.476629260403e-03	4.676634749277e-01	8.831469994439e+01	1.667861479361e+04	3.150030387376e+06	5.949735345223e+08	1.123851823602e+11
1.880008120000e+02	3.138385575489e-172	5.939123764912e-170	1.123960159929e-167	2.127120204793e-165	4.025741007181e-163	7.619253521719e-161	1.442088535852e-158	2.729508463148e-156	5.166424683462e-154	9.779328019697e-152	1.851148658781e-149	3.504185371585e-147	6.633556952917e-145	1.255797429450e-142	2.377423658548e-140	4.500984945729e-138	8.521629708655e-136	1.613436976814e-133	3.054891103421e-131	5.784342179476e-129	1.095284317202e-126	2.074027691259e-124	3.927508735705e-122	7.437634599961e-120	1.408535282052e-117	2.667570956985e-115	5.052190725889e-113	9.568836863532e-111	1.812401328956e-108	3.432934806055e-106	6.502687129465e-104	1.231789334538e-101	2.333439035100e-99	4.420517153397e-97	8.374646217578e-95	1.586634141438e-92	3.006105568560e-90	5.695724066588e-88	1.079222798733e-85	2.044988717804e-83	3.875150179202e-81	7.343517944104e-79	1.391675464514e-76	2.637485972364e-74	4.998744242015e-72	9.474372193588e-70	1.795803988282e-67	3.403976782313e-65	6.452583292725e-63	1.223207768534e-60	2.318924638342e-58	4.396357973235e-56	8.335270289654e-54	1.580399110293e-51	2.996639784179e-49	5.682287593069e-47	1.077539051378e-44	2.043450877704e-42	3.875404176450e-40	7.350073229808e-38	1.394082388952e-35	2.644280858586e-33	5.015905491421e-31	9.515113972347e-29	1.805102206373e-26	3.424625008102e-24	6.497524878397e-22	1.232840406502e-19	2.339322169791e-17	4.439129065498e-15	8.424232853184e-13	1.598777802139e-10	3.034389455522e-08	5.759440651667e-06	1.093239685886e-03	2.075280896871e-01	3.939717997621e+01	7.479636098609e+03	1.420114063519e+06	2.696458640089e+08	5.120264887220e+10
1.890008110000e+02	9.375684049520e-173	1.783653499261e-170	3.393363415738e-168	6.455988082346e-166	1.228309012536e-163	2.337035116844e-161	4.446677475794e-159	8.460946089695e-157	1.609960586657e-154	3.063548041011e-152	5.829715991252e-150	1.109388016079e-147	2.111217772544e-145	4.017873029575e-143	7.646683572637e-141	1.455338070890e-138	2.769929077154e-136	5.272147160810e-134	1.003507552432e-131	1.910152956184e-129	3.636052596667e-127	6.921605084013e-125	1.317644526914e-122	2.508445290547e-120	4.775579413344e-118	9.092068932554e-116	1.731070375229e-113	3.295962275275e-111	6.275746518875e-109	1.194990247455e-106	2.275512825233e-104	4.333215922275e-102	8.251970136082e-100	1.571525384749e-97	2.992965787740e-95	5.700315180402e-93	1.085707702736e-90	2.067969230601e-88	3.939059158441e-86	7.503404977209e-84	1.429360915085e-81	2.722972346570e-79	5.187553113553e-77	9.883256479518e-75	1.883024407020e-72	3.587817956974e-70	6.836339333320e-68	1.302674119805e-65	2.482373474375e-63	4.730617424279e-61	9.015464531195e-59	1.718217665138e-56	3.274826184121e-54	6.241925071346e-52	1.189787200619e-49	2.267987750923e-47	4.323475644337e-45	8.242262888134e-43	1.571380206610e-40	2.995971696823e-38	5.712365545475e-36	1.089221943469e-33	2.077012608379e-31	3.960814483541e-29	7.553578550838e-27	1.440602436737e-24	2.747634484048e-22	5.240798545082e-20	9.996775716475e-18	1.906982432851e-15	3.637960573775e-13	6.940553911225e-11	1.324205615843e-08	2.526633063662e-06	4.821194954633e-04	9.200115899692e-02	1.755732361440e+01	3.350812061280e+03	6.395417518141e+05	1.220717449843e+08	2.330178389325e+10
1.900008100000e+02	2.803975096574e-173	5.362423129728e-171	1.025558070354e-168	1.961425369802e-166	3.751420798202e-164	7.175172480403e-162	1.372402777628e-159	2.625086520994e-157	5.021327627446e-155	9.605202221680e-153	1.837416445227e-150	3.514972528204e-148	6.724339610382e-146	1.286443839665e-143	2.461192789456e-141	4.708842558653e-139	9.009414420111e-137	1.723824083406e-134	3.298400876970e-132	6.311435882546e-130	1.207722863328e-127	2.311111567354e-125	4.422717300024e-123	8.463933301346e-121	1.619832869053e-118	3.100153847133e-116	5.933507471605e-114	1.135677689204e-111	2.173773026202e-109	4.160915991591e-107	7.964884864078e-105	1.524705664276e-102	2.918828903488e-100	5.587885960153e-98	1.069800663584e-95	2.048211439948e-93	3.921601622827e-91	7.508774976199e-89	1.437777906979e-86	2.753162186218e-84	5.272167938624e-82	1.009634781871e-79	1.933557897100e-77	3.703122266587e-75	7.092463384223e-73	1.358452706226e-70	2.602019260362e-68	4.984197568002e-66	9.547704036471e-64	1.829034116478e-61	3.503999444819e-59	6.713141842625e-57	1.286196734287e-54	2.464387406744e-52	4.722052126811e-50	9.048425458620e-48	1.733947383583e-45	3.322918667859e-43	6.368316461932e-41	1.220536938054e-38	2.339369505377e-36	4.484030655272e-34	8.595287788065e-32	1.647686660997e-29	3.158722262002e-27	6.055794520147e-25	1.161058121690e-22	2.226179620808e-20	4.268645926730e-18	8.185477730675e-16	1.569719973417e-13	3.010404694835e-11	5.773676172643e-09	1.107401490717e-06	2.124140475991e-04	4.074620131696e-02	7.816585769285e+00	1.499593230994e+03	2.877110734963e+05	5.520351752220e+07	1.059264299512e+10
1.910008090000e+02	8.394887966618e-174	1.613872830609e-171	3.102671951266e-169	5.965057804349e-167	1.146847855033e-164	2.205004178053e-162	4.239606944965e-160	8.151817548129e-158	1.567458659668e-155	3.014051310842e-153	5.795864217198e-151	1.114548300864e-148	2.143348707241e-146	4.121925505860e-144	7.927220348100e-142	1.524597943487e-139	2.932266645681e-137	5.639822649839e-135	1.084779370160e-132	2.086562985152e-130	4.013616025592e-128	7.720661624661e-126	1.485209516486e-123	2.857166641022e-121	5.496651456572e-119	1.057488730187e-116	2.034549956477e-114	3.914498883054e-112	7.531809719047e-110	1.449232297106e-107	2.788639125298e-105	5.366145305805e-103	1.032638931452e-100	1.987241601781e-98	3.824451122551e-96	7.360443596043e-94	1.416626807297e-91	2.726614130452e-89	5.248181340746e-87	1.010208647348e-84	1.944601430883e-82	3.743411466968e-80	7.206462919848e-78	1.387377196981e-75	2.671067958321e-73	5.142727344944e-71	9.901943134251e-69	1.906627772996e-66	3.671386919903e-64	7.069901299594e-62	1.361493900953e-59	2.622028509219e-57	5.049852427527e-55	9.726122697870e-53	1.873358071728e-50	3.608461375251e-48	6.950943546209e-46	1.339017097540e-43	2.579582213378e-41	4.969740913631e-39	9.575015445694e-37	1.844874462669e-34	3.554806793398e-32	6.849948066559e-30	1.320021195774e-27	2.543883022055e-25	4.902710360400e-23	9.449274639862e-21	1.821311007399e-18	3.510697697639e-16	6.767475914517e-14	1.304620657561e-11	2.515164076514e-09	4.849234945867e-07	9.349863406423e-05	1.802863091968e-02	3.476530016546e+00	6.704328570100e+02	1.292977573181e+05	2.493752900002e+07	4.809975938362e+09
1.920008080000e+02	2.516056207812e-174	4.862173188950e-172	9.396206412746e-170	1.815878618596e-167	3.509403681142e-165	6.782537303250e-163	1.310881736808e-160	2.533654551565e-158	4.897156299070e-156	9.465712646757e-154	1.829681793855e-151	3.536802673953e-149	6.836899916631e-147	1.321663389906e-144	2.555029165976e-142	4.939515447767e-140	9.549627681204e-138	1.846299961446e-135	3.569701778494e-133	6.902010114765e-131	1.334545411442e-128	2.580508896971e-126	4.989898784301e-124	9.649229084751e-122	1.865984959024e-119	3.608597455406e-117	6.978846660013e-115	1.349720775287e-112	2.610474239695e-110	5.049056599472e-108	9.765996444589e-106	1.889028584711e-103	3.654065218754e-101	7.068544723829e-99	1.367413404903e-96	2.645366938398e-94	5.117860410414e-92	9.901649312359e-90	1.915770142785e-87	3.706774642926e-85	7.172425736540e-83	1.387884111472e-80	2.685701800990e-78	5.197326470140e-76	1.005819399182e-73	1.946605756470e-71	3.767507901744e-69	7.292034298694e-67	1.411437944000e-64	2.732081337316e-62	5.288644925048e-60	1.023798162529e-57	1.981999941420e-55	3.837182831636e-53	7.429184147410e-51	1.438433352102e-48	2.785214026813e-46	5.393216240430e-44	1.044378083728e-41	2.022500095380e-39	3.916881837717e-37	7.586015831804e-35	1.469293695703e-32	2.845937291040e-30	5.512697059721e-28	1.067886929711e-25	2.068754782733e-23	4.007888413294e-21	7.765069665697e-19	1.504521820902e-16	2.915246621279e-14	5.649058421925e-12	1.094715009940e-09	2.121537003998e-07	4.111733674291e-05	7.969378804751e-03	1.544718680581e+00	2.994332837241e+02	5.804660328401e+04	1.125330102566e+07	2.181774079649e+09
1.930008070000e+02	7.548934344179e-175	1.466357068243e-172	2.848431380813e-170	5.533294990490e-168	1.074914759861e-165	2.088221067783e-163	4.056871663810e-161	7.881674986815e-159	1.531293148605e-156	2.975163454676e-154	5.780642440974e-152	1.123192722596e-149	2.182455845414e-147	4.240819398044e-145	8.240761269800e-143	1.601394196926e-140	3.112021937467e-138	6.047845010540e-136	1.175363995353e-133	2.284325379549e-131	4.439739875021e-129	8.629213077504e-127	1.677255008904e-124	3.260178439873e-122	6.337210706346e-120	1.231883283031e-117	2.394725573426e-115	4.655398449172e-113	9.050509313505e-111	1.759561219411e-108	3.420984361469e-106	6.651403412916e-104	1.293275741362e-101	2.514691813053e-99	4.889836662449e-97	9.508675818090e-95	1.849106786157e-92	3.596005664128e-90	6.993512062438e-88	1.360150737916e-85	2.645426347577e-83	5.145426730709e-81	1.000839380994e-78	1.946815575332e-76	3.787065844892e-74	7.367136197595e-72	1.433218890859e-69	2.788332224708e-67	5.424939141343e-65	1.055513455695e-62	2.053768195247e-60	3.996299410943e-58	7.776492554316e-56	1.513313315545e-53	2.945055650942e-51	5.731627121728e-49	1.115532783687e-46	2.171235598803e-44	4.226218916342e-42	8.226548821214e-40	1.601416318071e-37	3.117539270990e-35	6.069333000741e-33	1.181657430194e-30	2.300721491966e-28	4.479799664752e-26	8.723192845935e-24	1.698693202647e-21	3.308089726615e-19	6.442623238628e-17	1.254791541129e-14	2.444016304586e-12	4.760587639370e-10	9.273448511414e-08	1.806535458156e-05	3.519464068639e-03	6.856961361642e-01	1.336017958809e+02	2.603266492838e+04	5.072838277217e+06	9.885753678640e+08
1.940008060000e+02	2.267284924015e-175	4.426827881995e-173	8.643527284163e-171	1.687723556660e-168	3.295517733021e-166	6.435141963301e-164	1.256622564869e-161	2.453939908996e-159	4.792205663664e-157	9.358786398291e-155	1.827747904027e-152	3.569651651379e-150	6.971853859367e-148	1.361707164400e-145	2.659697802802e-143	5.195102350429e-141	1.014773883998e-138	1.982247758341e-136	3.872221487512e-134	7.564429342938e-132	1.477767123440e-129	2.887020093008e-127	5.640371600679e-125	1.101995605766e-122	2.153110777759e-120	4.206950357641e-118	8.220212330568e-116	1.606251170842e-113	3.138764929939e-111	6.133652672290e-109	1.198656556477e-106	2.342532869281e-104	4.578172070749e-102	8.947756757573e-100	1.748847813763e-97	3.418265664040e-95	6.681526696502e-93	1.306056193465e-90	2.553080086871e-88	4.990954342425e-86	9.757071879382e-84	1.907534180315e-81	3.729428111169e-79	7.291710398826e-77	1.425719268341e-74	2.787765508314e-72	5.451251973172e-70	1.065992752530e-67	2.084636859317e-65	4.076851829238e-63	7.973297884801e-61	1.559444038283e-58	3.050145381321e-56	5.966098618254e-54	1.167023665464e-51	2.282908227078e-49	4.465982427412e-47	8.737064618925e-45	1.709362943801e-42	3.344440262861e-40	6.543848673751e-38	1.280453842362e-35	2.505622935799e-33	4.903304325343e-31	9.595852573024e-29	1.878019577503e-26	3.675688861269e-24	7.194484823177e-22	1.408261311079e-19	2.756700886773e-17	5.396586719543e-15	1.056506228740e-12	2.068467139878e-10	4.049945071100e-08	7.930012426949e-06	1.552827168372e-03	3.040865331315e-01	5.955200221339e+01	1.166328714253e+04	2.284395517879e+06	4.474532629721e+08
